form	stem	freq	corpus_size	lemma_freq	lfpm10	llfpm10	form_length	form_syl_count	lemma_length	lemma_syl_count	hunspell	vowels	ending	suffix_vowel	suffix_initial	linking_vowel	suffixes	examples	suffix
junkerral	junker	1	8570080167	1227	-2.932984884457958	0.15585967826904645	9	3	6	2	TRUE	ue	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
junkerre	junker	1	8570080167	1227	-2.932984884457958	0.15585967826904645	8	3	6	2	TRUE	ue	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
junkerről	junker	1	8570080167	1227	-2.932984884457958	0.15585967826904645	9	3	6	2	TRUE	ue	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
kadetból	kadet	1	8570080167	9726	-2.932984884457958	1.0549493807742008	8	3	5	2	FALSE	ae	ból	back	C	NA	-ból / -ből	matekból, modellből	Ela
kadeten	kadet	1	8570080167	9726	-2.932984884457958	1.0549493807742008	7	3	5	2	FALSE	ae	en	front	V	e	-on / -en	panelon, koncerten	Supe
kadetjai	kadet	1	8570080167	9726	-2.932984884457958	1.0549493807742008	8	4	5	2	FALSE	ae	jai	back	C	NA	-jai / -jei	haverjai, modelljei	Pl.Poss.3Sg
kadetje	kadet	1	8570080167	9726	-2.932984884457958	1.0549493807742008	7	3	5	2	FALSE	ae	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
kadetnél	kadet	1	8570080167	9726	-2.932984884457958	1.0549493807742008	8	3	5	2	FALSE	ae	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
kadeton	kadet	1	8570080167	9726	-2.932984884457958	1.0549493807742008	7	3	5	2	FALSE	ae	on	back	V	o	-on / -en	panelon, koncerten	Supe
kadetunk	kadet	1	8570080167	9726	-2.932984884457958	1.0549493807742008	8	3	5	2	FALSE	ae	unk	back	V	u	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
kadetünk	kadet	1	8570080167	9726	-2.932984884457958	1.0549493807742008	8	3	5	2	FALSE	ae	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
kampecban	kampec	1	8570080167	1979	-2.932984884457958	0.3634609097484384	9	3	6	2	TRUE	ae	ban	back	C	NA	-ban / -ben	panelban, projektben	Ine
kampecbe	kampec	1	8570080167	1979	-2.932984884457958	0.3634609097484384	8	3	6	2	TRUE	ae	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
kampecből	kampec	1	8570080167	1979	-2.932984884457958	0.3634609097484384	9	3	6	2	TRUE	ae	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
kampechez	kampec	1	8570080167	1979	-2.932984884457958	0.3634609097484384	9	3	6	2	TRUE	ae	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
kampecnak	kampec	1	8570080167	1979	-2.932984884457958	0.3634609097484384	9	3	6	2	TRUE	ae	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
kampecről	kampec	1	8570080167	1979	-2.932984884457958	0.3634609097484384	9	3	6	2	TRUE	ae	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
kartelled	kartell	1	8570080167	13348	-2.932984884457958	1.1924313135247973	9	3	7	2	TRUE	ae	ed	front	V	e	-od / -ed	haverod, partnered	Poss.2Sg
kartellenként	kartell	1	8570080167	13348	-2.932984884457958	1.1924313135247973	13	4	7	2	TRUE	ae	enként	front	V	e	-onként / -enként	panelonként, projektenként	Distr:nként/Adv
kartelljeink	kartell	1	8570080167	13348	-2.932984884457958	1.1924313135247973	12	4	7	2	TRUE	ae	jeink	front	C	NA	-jaink / -jeink	haverjaink, projektjeink	Pl.Poss.1Pl
kartelltól	kartell	1	8570080167	13348	-2.932984884457958	1.1924313135247973	10	3	7	2	TRUE	ae	tól	back	C	NA	-tól / -től	havertól, hoteltől	Abl
karterja	karter	1	8570080167	1181	-2.932984884457958	0.13926501315555695	8	3	6	2	TRUE	ae	ja	back	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
karterral	karter	1	8570080167	1181	-2.932984884457958	0.13926501315555695	9	3	6	2	TRUE	ae	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
klapecból	klapec	1	8570080167	99	-2.932984884457958	-0.937349689860408	9	3	6	2	TRUE	ae	ból	back	C	NA	-ból / -ből	matekból, modellből	Ela
klapechez	klapec	1	8570080167	99	-2.932984884457958	-0.937349689860408	9	3	6	2	TRUE	ae	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
klapecnak	klapec	1	8570080167	99	-2.932984884457958	-0.937349689860408	9	3	6	2	TRUE	ae	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
klapecnek	klapec	1	8570080167	99	-2.932984884457958	-0.937349689860408	9	3	6	2	TRUE	ae	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
klapecom	klapec	1	8570080167	99	-2.932984884457958	-0.937349689860408	8	3	6	2	TRUE	ae	om	back	V	o	-om / -em	haverom, partnerem	Poss.1Sg
klaszterhoz	klaszter	1	8570080167	72146	-2.932984884457958	1.9252273729939529	11	3	8	2	FALSE	ae	hoz	back	C	NA	-hoz / -hez	matekhoz, projekthez	All
klaszterja	klaszter	1	8570080167	72146	-2.932984884457958	1.9252273729939529	10	3	8	2	FALSE	ae	ja	back	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
klaszterjei	klaszter	1	8570080167	72146	-2.932984884457958	1.9252273729939529	11	4	8	2	FALSE	ae	jei	front	C	NA	-jai / -jei	haverjai, modelljei	Pl.Poss.3Sg
klaszterjeik	klaszter	1	8570080167	72146	-2.932984884457958	1.9252273729939529	12	4	8	2	FALSE	ae	jeik	front	C	NA	-jaik / -jeik	haverjaik, projektjeik	Pl.Poss.3Pl
klaszteron	klaszter	1	8570080167	72146	-2.932984884457958	1.9252273729939529	10	3	8	2	FALSE	ae	on	back	V	o	-on / -en	panelon, koncerten	Supe
klaszterra	klaszter	1	8570080167	72146	-2.932984884457958	1.9252273729939529	10	3	8	2	FALSE	ae	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
klozeted	klozet	1	8570080167	993	-2.932984884457958	0.06396436403742334	8	3	6	2	TRUE	oe	ed	front	V	e	-od / -ed	haverod, partnered	Poss.2Sg
klozethoz	klozet	1	8570080167	993	-2.932984884457958	0.06396436403742334	9	3	6	2	TRUE	oe	hoz	back	C	NA	-hoz / -hez	matekhoz, projekthez	All
klozetté	klozet	1	8570080167	993	-2.932984884457958	0.06396436403742334	8	3	6	2	TRUE	oe	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
klozettől	klozet	1	8570080167	993	-2.932984884457958	0.06396436403742334	9	3	6	2	TRUE	oe	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
klozetunk	klozet	1	8570080167	993	-2.932984884457958	0.06396436403742334	9	3	6	2	TRUE	oe	unk	back	V	u	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
kofferenként	koffer	1	8570080167	7809	-2.932984884457958	0.9596105383709403	12	4	6	2	TRUE	oe	enként	front	V	e	-onként / -enként	panelonként, projektenként	Distr:nként/Adv
kofferhoz	koffer	1	8570080167	7809	-2.932984884457958	0.9596105383709403	9	3	6	2	TRUE	oe	hoz	back	C	NA	-hoz / -hez	matekhoz, projekthez	All
kofferjai	koffer	1	8570080167	7809	-2.932984884457958	0.9596105383709403	9	4	6	2	TRUE	oe	jai	back	C	NA	-jai / -jei	haverjai, modelljei	Pl.Poss.3Sg
kofferjaink	koffer	1	8570080167	7809	-2.932984884457958	0.9596105383709403	11	4	6	2	TRUE	oe	jaink	back	C	NA	-jaink / -jeink	haverjaink, projektjeink	Pl.Poss.1Pl
kofferjeink	koffer	1	8570080167	7809	-2.932984884457958	0.9596105383709403	11	4	6	2	TRUE	oe	jeink	front	C	NA	-jaink / -jeink	haverjaink, projektjeink	Pl.Poss.1Pl
kofferjuk	koffer	1	8570080167	7809	-2.932984884457958	0.9596105383709403	9	3	6	2	TRUE	oe	juk	back	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
kofferról	koffer	1	8570080167	7809	-2.932984884457958	0.9596105383709403	9	3	6	2	TRUE	oe	ról	back	C	NA	-ról / -ről	matekról, projektről	Del
koffertól	koffer	1	8570080167	7809	-2.932984884457958	0.9596105383709403	9	3	6	2	TRUE	oe	tól	back	C	NA	-tól / -től	havertól, hoteltől	Abl
koleszal	kolesz	1	8570080167	5077	-2.932984884457958	0.7726222789466473	8	3	6	2	FALSE	oe	val	back	C	a	-val / -vel	haverral, szoftverrel	Ins
kolesznél	kolesz	1	8570080167	5077	-2.932984884457958	0.7726222789466473	9	3	6	2	FALSE	oe	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
koleszuk	kolesz	1	8570080167	5077	-2.932984884457958	0.7726222789466473	8	3	6	2	FALSE	oe	uk	back	V	u	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
komplette	komplett	1	8570080167	189727	-2.932984884457958	2.3451442551635107	9	3	8	2	TRUE	oe	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
komplexra	komplex	1	8570080167	536783	-2.932984884457958	2.7968138687478703	9	3	7	2	TRUE	oe	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
koncerta	koncert	1	8570080167	1019145	-2.932984884457958	3.0752510936798796	8	3	7	2	TRUE	oe	a	back	V	a	-a / -e	samesza, partnere	Poss.3Sg
koncerteim	koncert	1	8570080167	1019145	-2.932984884457958	3.0752510936798796	10	4	7	2	TRUE	oe	eim	front	V	e	-aim / -eim	haveraim, partnereim	Pl.Poss.1Sg
koncertgal	koncert	1	8570080167	1019145	-2.932984884457958	3.0752510936798796	10	3	7	2	TRUE	oe	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
koncertom	koncert	1	8570080167	1019145	-2.932984884457958	3.0752510936798796	9	3	7	2	TRUE	oe	om	back	V	o	-om / -em	haverom, partnerem	Poss.1Sg
koncertot	koncert	1	8570080167	1019145	-2.932984884457958	3.0752510936798796	9	3	7	2	TRUE	oe	ot	back	V	o	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
konfektje	konfekt	1	8570080167	43	-2.932984884457958	-1.2995164288783714	9	3	7	2	TRUE	oe	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
konszernenként	konszern	1	8570080167	31027	-2.932984884457958	1.5587549012315391	14	4	8	2	TRUE	oe	enként	front	V	e	-onként / -enként	panelonként, projektenként	Distr:nként/Adv
konzervok	konzerv	1	8570080167	49626	-2.932984884457958	1.762724386751122	9	3	7	2	TRUE	oe	ok	back	V	o	-ok / -ek	haverok, projektek	Pl
kopekből	kopek	1	8570080167	1166	-2.932984884457958	0.13371366596503742	8	3	5	2	TRUE	oe	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
kopekja	kopek	1	8570080167	1166	-2.932984884457958	0.13371366596503742	7	3	5	2	TRUE	oe	ja	back	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
kopekje	kopek	1	8570080167	1166	-2.932984884457958	0.13371366596503742	7	3	5	2	TRUE	oe	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
kopekok	kopek	1	8570080167	1166	-2.932984884457958	0.13371366596503742	7	3	5	2	TRUE	oe	ok	back	V	o	-ok / -ek	haverok, projektek	Pl
kopekról	kopek	1	8570080167	1166	-2.932984884457958	0.13371366596503742	8	3	5	2	TRUE	oe	ról	back	C	NA	-ról / -ről	matekról, projektről	Del
kopektól	kopek	1	8570080167	1166	-2.932984884457958	0.13371366596503742	8	3	5	2	TRUE	oe	tól	back	C	NA	-tól / -től	havertól, hoteltől	Abl
kopektől	kopek	1	8570080167	1166	-2.932984884457958	0.13371366596503742	8	3	5	2	TRUE	oe	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
kornereink	korner	1	8570080167	2850	-2.932984884457958	0.5218599755505524	10	4	6	2	TRUE	oe	eink	front	V	e	-aink / -eink	bunkeraink, partnereink	Pl.Poss.1Pl
kornerja	korner	1	8570080167	2850	-2.932984884457958	0.5218599755505524	8	3	6	2	TRUE	oe	ja	back	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
kornerje	korner	1	8570080167	2850	-2.932984884457958	0.5218599755505524	8	3	6	2	TRUE	oe	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
kornerré	korner	1	8570080167	2850	-2.932984884457958	0.5218599755505524	8	3	6	2	TRUE	oe	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
kornerünk	korner	1	8570080167	2850	-2.932984884457958	0.5218599755505524	9	3	6	2	TRUE	oe	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
kornettbe	kornett	1	8570080167	148	-2.932984884457958	-0.7627231690630004	9	3	7	2	FALSE	oe	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
kornettje	kornett	1	8570080167	148	-2.932984884457958	-0.7627231690630004	9	3	7	2	FALSE	oe	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
kornettnek	kornett	1	8570080167	148	-2.932984884457958	-0.7627231690630004	10	3	7	2	FALSE	oe	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
kornettnél	kornett	1	8570080167	148	-2.932984884457958	-0.7627231690630004	10	3	7	2	FALSE	oe	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
korrektet	korrekt	1	8570080167	280874	-2.932984884457958	2.5155266547466906	9	3	7	2	TRUE	oe	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
korrektra	korrekt	1	8570080167	280874	-2.932984884457958	2.5155266547466906	9	3	7	2	TRUE	oe	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
kortesed	kortes	1	8570080167	1171	-2.932984884457958	0.13557201061440527	8	3	6	2	TRUE	oe	ed	front	V	e	-od / -ed	haverod, partnered	Poss.2Sg
korteseim	kortes	1	8570080167	1171	-2.932984884457958	0.13557201061440527	9	4	6	2	TRUE	oe	eim	front	V	e	-aim / -eim	haveraim, partnereim	Pl.Poss.1Sg
korteseink	kortes	1	8570080167	1171	-2.932984884457958	0.13557201061440527	10	4	6	2	TRUE	oe	eink	front	V	e	-aink / -eink	bunkeraink, partnereink	Pl.Poss.1Pl
kortesem	kortes	1	8570080167	1171	-2.932984884457958	0.13557201061440527	8	3	6	2	TRUE	oe	em	front	V	e	-om / -em	haverom, partnerem	Poss.1Sg
kortesen	kortes	1	8570080167	1171	-2.932984884457958	0.13557201061440527	8	3	6	2	TRUE	oe	en	front	V	e	-on / -en	panelon, koncerten	Supe
korteshez	kortes	1	8570080167	1171	-2.932984884457958	0.13557201061440527	9	3	6	2	TRUE	oe	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
kortesük	kortes	1	8570080167	1171	-2.932984884457958	0.13557201061440527	8	3	6	2	TRUE	oe	ük	front	V	ü	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
korvetted	korvett	1	8570080167	1733	-2.932984884457958	0.3058136782559591	9	3	7	2	TRUE	oe	ed	front	V	e	-od / -ed	haverod, partnered	Poss.2Sg
korvettja	korvett	1	8570080167	1733	-2.932984884457958	0.3058136782559591	9	3	7	2	TRUE	oe	ja	back	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
korvettjük	korvett	1	8570080167	1733	-2.932984884457958	0.3058136782559591	10	3	7	2	TRUE	oe	jük	front	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
korvettra	korvett	1	8570080167	1733	-2.932984884457958	0.3058136782559591	9	3	7	2	TRUE	oe	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
kotlettel	kotlett	1	8570080167	184	-2.932984884457958	-0.6681670614484213	9	3	7	2	TRUE	oe	vel	front	C	e	-val / -vel	haverral, szoftverrel	Ins
kotletthez	kotlett	1	8570080167	184	-2.932984884457958	-0.6681670614484213	10	3	7	2	TRUE	oe	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
kotlettje	kotlett	1	8570080167	184	-2.932984884457958	-0.6681670614484213	9	3	7	2	TRUE	oe	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
kotlettől	kotlett	1	8570080167	184	-2.932984884457958	-0.6681670614484213	9	3	7	2	TRUE	oe	től	front	C	ő	-tól / -től	havertól, hoteltől	Abl
krapekjük	krapek	1	8570080167	1655	-2.932984884457958	0.2858131136537797	9	3	6	2	TRUE	ae	jük	front	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
krapekká	krapek	1	8570080167	1655	-2.932984884457958	0.2858131136537797	8	3	6	2	TRUE	ae	vá	back	C	NA	-vá / -vé	balekká, partnerré	Transl
krapektől	krapek	1	8570080167	1655	-2.932984884457958	0.2858131136537797	9	3	6	2	TRUE	ae	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
krapekunk	krapek	1	8570080167	1655	-2.932984884457958	0.2858131136537797	9	3	6	2	TRUE	ae	unk	back	V	u	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
krapekünk	krapek	1	8570080167	1655	-2.932984884457958	0.2858131136537797	9	3	6	2	TRUE	ae	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
krokettnak	krokett	1	8570080167	3075	-2.932984884457958	0.5548602356534778	10	3	7	2	TRUE	oe	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
krátered	kráter	1	8570080167	30791	-2.932984884457958	1.5554389092659462	8	3	6	2	TRUE	áe	ed	front	V	e	-od / -ed	haverod, partnered	Poss.2Sg
kráterenként	kráter	1	8570080167	30791	-2.932984884457958	1.5554389092659462	12	4	6	2	TRUE	áe	enként	front	V	e	-onként / -enként	panelonként, projektenként	Distr:nként/Adv
kráterjei	kráter	1	8570080167	30791	-2.932984884457958	1.5554389092659462	9	4	6	2	TRUE	áe	jei	front	C	NA	-jai / -jei	haverjai, modelljei	Pl.Poss.3Sg
kráterral	kráter	1	8570080167	30791	-2.932984884457958	1.5554389092659462	9	3	6	2	TRUE	áe	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
kráterról	kráter	1	8570080167	30791	-2.932984884457958	1.5554389092659462	9	3	6	2	TRUE	áe	ról	back	C	NA	-ról / -ről	matekról, projektről	Del
kukkerből	kukker	1	8570080167	1077	-2.932984884457958	0.09923081884002372	9	3	6	2	TRUE	ue	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
kukkerei	kukker	1	8570080167	1077	-2.932984884457958	0.09923081884002372	8	4	6	2	TRUE	ue	ei	front	V	e	-ai / -ei	sameszai, partnerei	Pl.Poss.3Sg
kukkerjei	kukker	1	8570080167	1077	-2.932984884457958	0.09923081884002372	9	4	6	2	TRUE	ue	jei	front	C	NA	-jai / -jei	haverjai, modelljei	Pl.Poss.3Sg
kukkernél	kukker	1	8570080167	1077	-2.932984884457958	0.09923081884002372	9	3	6	2	TRUE	ue	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
kukkerra	kukker	1	8570080167	1077	-2.932984884457958	0.09923081884002372	8	3	6	2	TRUE	ue	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
kukkertől	kukker	1	8570080167	1077	-2.932984884457958	0.09923081884002372	9	3	6	2	TRUE	ue	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
kupecbe	kupec	1	8570080167	2393	-2.932984884457958	0.4459578141554795	7	3	5	2	TRUE	ue	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
kupecben	kupec	1	8570080167	2393	-2.932984884457958	0.4459578141554795	8	3	5	2	TRUE	ue	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
kupeccal	kupec	1	8570080167	2393	-2.932984884457958	0.4459578141554795	8	3	5	2	TRUE	ue	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
kupeccé	kupec	1	8570080167	2393	-2.932984884457958	0.4459578141554795	7	3	5	2	TRUE	ue	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
kupecetek	kupec	1	8570080167	2393	-2.932984884457958	0.4459578141554795	9	4	5	2	TRUE	ue	etek	front	V	e	-otok / -etek	haverotok, koncertetek	Poss.2Pl
kupechoz	kupec	1	8570080167	2393	-2.932984884457958	0.4459578141554795	8	3	5	2	TRUE	ue	hoz	back	C	NA	-hoz / -hez	matekhoz, projekthez	All
kupecunk	kupec	1	8570080167	2393	-2.932984884457958	0.4459578141554795	8	3	5	2	TRUE	ue	unk	back	V	u	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
kupecük	kupec	1	8570080167	2393	-2.932984884457958	0.4459578141554795	7	3	5	2	TRUE	ue	ük	front	V	ü	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
kábelai	kábel	1	8570080167	287412	-2.932984884457958	2.5255200123429824	7	4	5	2	TRUE	áe	ai	back	V	a	-ai / -ei	sameszai, partnerei	Pl.Poss.3Sg
kábeljeim	kábel	1	8570080167	287412	-2.932984884457958	2.5255200123429824	9	4	5	2	TRUE	áe	jeim	front	C	NA	-jaim / -jeim	haverjaim, projektjeim	Pl.Poss.1Sg
kábellá	kábel	1	8570080167	287412	-2.932984884457958	2.5255200123429824	7	3	5	2	TRUE	áe	vá	back	C	NA	-vá / -vé	balekká, partnerré	Transl
kábelod	kábel	1	8570080167	287412	-2.932984884457958	2.5255200123429824	7	3	5	2	TRUE	áe	od	back	V	o	-od / -ed	haverod, partnered	Poss.2Sg
kádereim	káder	1	8570080167	8956	-2.932984884457958	1.0191292004490349	8	4	5	2	TRUE	áe	eim	front	V	e	-aim / -eim	haveraim, partnereim	Pl.Poss.1Sg
káderetek	káder	1	8570080167	8956	-2.932984884457958	1.0191292004490349	9	4	5	2	TRUE	áe	etek	front	V	e	-otok / -etek	haverotok, koncertetek	Poss.2Pl
káderjuk	káder	1	8570080167	8956	-2.932984884457958	1.0191292004490349	8	3	5	2	TRUE	áe	juk	back	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
kódexje	kódex	1	8570080167	122990	-2.932984884457958	2.156884917051594	7	3	5	2	TRUE	óe	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
kódexmá	kódex	1	8570080167	122990	-2.932984884457958	2.156884917051594	7	3	5	2	TRUE	óe	vá	back	C	NA	-vá / -vé	balekká, partnerré	Transl
kódexnak	kódex	1	8570080167	122990	-2.932984884457958	2.156884917051594	8	3	5	2	TRUE	óe	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
kódexszal	kódex	1	8570080167	122990	-2.932984884457958	2.156884917051594	9	3	5	2	TRUE	óe	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
kódexuk	kódex	1	8570080167	122990	-2.932984884457958	2.156884917051594	7	3	5	2	TRUE	óe	uk	back	V	u	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
kóklerrá	kókler	1	8570080167	7297	-2.932984884457958	0.9301594617947097	8	3	6	2	TRUE	óe	vá	back	C	NA	-vá / -vé	balekká, partnerré	Transl
kóklerünk	kókler	1	8570080167	7297	-2.932984884457958	0.9301594617947097	9	3	6	2	TRUE	óe	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
kóteret	kóter	1	8570080167	752	-2.932984884457958	-0.0567670438663156	7	3	5	2	TRUE	óe	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
kóterhoz	kóter	1	8570080167	752	-2.932984884457958	-0.0567670438663156	8	3	5	2	TRUE	óe	hoz	back	C	NA	-hoz / -hez	matekhoz, projekthez	All
kóternél	kóter	1	8570080167	752	-2.932984884457958	-0.0567670438663156	8	3	5	2	TRUE	óe	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
kóterra	kóter	1	8570080167	752	-2.932984884457958	-0.0567670438663156	7	3	5	2	TRUE	óe	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
kóterre	kóter	1	8570080167	752	-2.932984884457958	-0.0567670438663156	7	3	5	2	TRUE	óe	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
kóterről	kóter	1	8570080167	752	-2.932984884457958	-0.0567670438663156	8	3	5	2	TRUE	óe	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
kóterük	kóter	1	8570080167	752	-2.932984884457958	-0.0567670438663156	7	3	5	2	TRUE	óe	ük	front	V	ü	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
lasztexből	lasztex	1	8570080167	97	-2.932984884457958	-0.946213150191713	10	3	7	2	TRUE	ae	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
lasztexhez	lasztex	1	8570080167	97	-2.932984884457958	-0.946213150191713	10	3	7	2	TRUE	ae	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
lasztexnek	lasztex	1	8570080167	97	-2.932984884457958	-0.946213150191713	10	3	7	2	TRUE	ae	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
lasztexra	lasztex	1	8570080167	97	-2.932984884457958	-0.946213150191713	9	3	7	2	TRUE	ae	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
latensből	latens	1	8570080167	2653	-2.932984884457958	0.4907523655243713	9	3	6	2	TRUE	ae	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
latensem	latens	1	8570080167	2653	-2.932984884457958	0.4907523655243713	8	3	6	2	TRUE	ae	em	front	V	e	-om / -em	haverom, partnerem	Poss.1Sg
latensük	latens	1	8570080167	2653	-2.932984884457958	0.4907523655243713	8	3	6	2	TRUE	ae	ük	front	V	ü	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
latexhoz	latex	1	8570080167	16317	-2.932984884457958	1.2796554290768758	8	3	5	2	FALSE	ae	hoz	back	C	NA	-hoz / -hez	matekhoz, projekthez	All
latextól	latex	1	8570080167	16317	-2.932984884457958	1.2796554290768758	8	3	5	2	FALSE	ae	tól	back	C	NA	-tól / -től	havertól, hoteltől	Abl
lornyettal	lornyett	1	8570080167	49	-2.932984884457958	-1.2427888044294442	10	3	8	2	TRUE	oe	val	back	C	a	-val / -vel	haverral, szoftverrel	Ins
lornyettel	lornyett	1	8570080167	49	-2.932984884457958	-1.2427888044294442	10	3	8	2	TRUE	oe	vel	front	C	e	-val / -vel	haverral, szoftverrel	Ins
lornyettje	lornyett	1	8570080167	49	-2.932984884457958	-1.2427888044294442	10	3	8	2	TRUE	oe	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
